EncounterLayerID,MapID,Name,FriendlyName,Description,BattleValue,ContractTypeID,EncounterLayerGUID,TagSetID,IncludeInBuild,,,,,,,,,,,,,,,
mapGeneral_toxicMire_aBad.dbf0f09c-1f0f-414c-b88d-508ca57f201d,mapGeneral_toxicMire_aBad,encGeneral_Battle (1),Battle 2,,0,3,dbf0f09c-1f0f-414c-b88d-508ca57f201d,mapGeneral_toxicMire_aBad.dbf0f09c-1f0f-414c-b88d-508ca57f201d,1,,,,,,,,,,,,,,,
mapGeneral_ruggedAtoll_vJung.7fdf0a82-3401-4a70-bc3d-b28cadbb7f63,mapGeneral_ruggedAtoll_vJung,encGeneral_Battle,Battle,,0,3,7fdf0a82-3401-4a70-bc3d-b28cadbb7f63,mapGeneral_ruggedAtoll_vJung.7fdf0a82-3401-4a70-bc3d-b28cadbb7f63,1,,,,,,,,,,,,,,,
mapGeneral_pocketLakes_vJung.05a5ebeb-c521-4c7b-8a13-1278945d2a4b,mapGeneral_pocketLakes_vJung,encGeneral_Battle,Battle,,0,3,05a5ebeb-c521-4c7b-8a13-1278945d2a4b,mapGeneral_pocketLakes_vJung.05a5ebeb-c521-4c7b-8a13-1278945d2a4b,1,,,,,,,,,,,,,,,
mapGeneral_pocketLakes_vJung.b7a6759a-c762-49d9-b1e6-cec2e897c436,mapGeneral_pocketLakes_vJung,encGeneral_Battle (1),Battle 2,,0,3,b7a6759a-c762-49d9-b1e6-cec2e897c436,mapGeneral_pocketLakes_vJung.b7a6759a-c762-49d9-b1e6-cec2e897c436,1,,,,,,,,,,,,,,,
mapGeneral_lushIsthmus_vJung.970dea70-2ce8-4186-b487-4389f0f377ca,mapGeneral_lushIsthmus_vJung,encGeneral_Battle,Battle,,0,3,970dea70-2ce8-4186-b487-4389f0f377ca,mapGeneral_lushIsthmus_vJung.970dea70-2ce8-4186-b487-4389f0f377ca,1,,,,,,,,,,,,,,,
mapGeneral_tropicalCove_vJung.94f700b1-9852-4371-b672-bf34ddc8d2fa,mapGeneral_tropicalCove_vJung,encGeneral_Battle,Battle 1,,0,3,94f700b1-9852-4371-b672-bf34ddc8d2fa,mapGeneral_tropicalCove_vJung.94f700b1-9852-4371-b672-bf34ddc8d2fa,1,,,,,,,,,,,,,,,
mapGeneral_tropicalCove_vJung.b38eaa81-e317-4b57-91fe-45bc2cc571ef,mapGeneral_tropicalCove_vJung,encGeneral_Battle (1),Battle 2,,0,3,b38eaa81-e317-4b57-91fe-45bc2cc571ef,mapGeneral_tropicalCove_vJung.b38eaa81-e317-4b57-91fe-45bc2cc571ef,1,,,,,,,,,,,,,,,
mapGeneral_lostWorld_vJung.15da25cd-ac09-4a60-993d-d0d2deec2afc,mapGeneral_lostWorld_vJung,encGeneral_Battle,Battle 1,,0,3,15da25cd-ac09-4a60-993d-d0d2deec2afc,mapGeneral_lostWorld_vJung.15da25cd-ac09-4a60-993d-d0d2deec2afc,1,,,,,,,,,,,,,,,
mapGeneral_lostWorld_vJung.e068a565-2cb5-4782-a4ab-32cd4751beed,mapGeneral_lostWorld_vJung,encGeneral_Battle (1),Battle 2,,0,3,e068a565-2cb5-4782-a4ab-32cd4751beed,mapGeneral_lostWorld_vJung.e068a565-2cb5-4782-a4ab-32cd4751beed,1,,,,,,,,,,,,,,,
mapGeneral_riftValley_vJung.92cc5a67-9b0e-40b6-8786-07875f68a22e,mapGeneral_riftValley_vJung,encGeneral_Battle,Battle,,0,3,92cc5a67-9b0e-40b6-8786-07875f68a22e,mapGeneral_riftValley_vJung.92cc5a67-9b0e-40b6-8786-07875f68a22e,1,,,,,,,,,,,,,,,
mapGeneral_centralPond_uTech.3c95f5b0-9a47-45d4-9189-c566444bf1d0,mapGeneral_centralPond_uTech,encGeneral_Battle,Battle 1,,0,3,3c95f5b0-9a47-45d4-9189-c566444bf1d0,mapGeneral_centralPond_uTech.3c95f5b0-9a47-45d4-9189-c566444bf1d0,1,,,,,,,,,,,,,,,
mapGeneral_cityCenter_uTech.be98d07d-e7c9-4e77-ac55-bb228ee14dc0,mapGeneral_cityCenter_uTech,encGeneral_Battle,Battle,,0,3,be98d07d-e7c9-4e77-ac55-bb228ee14dc0,mapGeneral_cityCenter_uTech.be98d07d-e7c9-4e77-ac55-bb228ee14dc0,1,,,,,,,,,,,,,,,
mapGeneral_terracePlaza_uTech.cc1d410c-5237-4e36-9855-5d4e0e68dd21,mapGeneral_terracePlaza_uTech,encGeneral_Battle,Battle 1,,0,3,cc1d410c-5237-4e36-9855-5d4e0e68dd21,mapGeneral_terracePlaza_uTech.cc1d410c-5237-4e36-9855-5d4e0e68dd21,1,,,,,,,,,,,,,,,
mapGeneral_terracePlaza_uTech.559a9d5f-f82c-4400-8a29-46ae676d8c5b,mapGeneral_terracePlaza_uTech,encGeneral_Battle (1),Battle 2,,0,3,559a9d5f-f82c-4400-8a29-46ae676d8c5b,mapGeneral_terracePlaza_uTech.559a9d5f-f82c-4400-8a29-46ae676d8c5b,1,,,,,,,,,,,,,,,
mapGeneral_terracePlaza_uTech.f4545ed1-acb5-475f-a4f9-eb1abd6ef40f,mapGeneral_terracePlaza_uTech,encGeneral_Battle (2),Battle 3,,0,3,f4545ed1-acb5-475f-a4f9-eb1abd6ef40f,mapGeneral_terracePlaza_uTech.f4545ed1-acb5-475f-a4f9-eb1abd6ef40f,1,,,,,,,,,,,,,,,
mapGeneral_gridLock_uTech.43841d78-330c-4653-9568-c00b5112d1e8,mapGeneral_gridLock_uTech,encGeneral_Battle,Battle 1,,0,3,43841d78-330c-4653-9568-c00b5112d1e8,mapGeneral_gridLock_uTech.43841d78-330c-4653-9568-c00b5112d1e8,1,,,,,,,,,,,,,,,
mapGeneral_gridLock_uTech.b84e4a24-9de5-4e97-9bb5-aff1d6e68cea,mapGeneral_gridLock_uTech,encGeneral_Battle (1),Battle 2,,0,3,b84e4a24-9de5-4e97-9bb5-aff1d6e68cea,mapGeneral_gridLock_uTech.b84e4a24-9de5-4e97-9bb5-aff1d6e68cea,1,,,,,,,,,,,,,,,
mapGeneral_gridLock_uTech.f55a8fbd-f21e-4287-af3d-9b2ba1a0d168,mapGeneral_gridLock_uTech,encGeneral_Battle (2),Battle 3,,0,3,f55a8fbd-f21e-4287-af3d-9b2ba1a0d168,mapGeneral_gridLock_uTech.f55a8fbd-f21e-4287-af3d-9b2ba1a0d168,1,,,,,,,,,,,,,,,
mapGeneral_gridLock_uTech.8a5b995d-fb4b-4769-9bf6-94f162bc6362,mapGeneral_gridLock_uTech,encGeneral_Battle (3),Battle 4,,0,3,8a5b995d-fb4b-4769-9bf6-94f162bc6362,mapGeneral_gridLock_uTech.8a5b995d-fb4b-4769-9bf6-94f162bc6362,1,,,,,,,,,,,,,,,
mapGeneral_capitolHill_uTech.855f05c9-6202-487a-b52e-f965a0f33e17,mapGeneral_capitolHill_uTech,encGeneral_Battle1,Battle1,,0,3,855f05c9-6202-487a-b52e-f965a0f33e17,mapGeneral_capitolHill_uTech.855f05c9-6202-487a-b52e-f965a0f33e17,1,,,,,,,,,,,,,,,
mapGeneral_capitolHill_uTech.602d6874-df71-4d48-bacc-8808c2de31c2,mapGeneral_capitolHill_uTech,encGeneral_Battle2,Battle2,,0,3,602d6874-df71-4d48-bacc-8808c2de31c2,mapGeneral_capitolHill_uTech.602d6874-df71-4d48-bacc-8808c2de31c2,1,,,,,,,,,,,,,,,
mapMultiPurp_metroGreen_uTech.928a9ad3-b1af-45ca-b3ff-b1dc70cd6d7f,mapMultiPurp_metroGreen_uTech,encGeneral_Battle,Battle 1,,0,3,928a9ad3-b1af-45ca-b3ff-b1dc70cd6d7f,mapMultiPurp_metroGreen_uTech.928a9ad3-b1af-45ca-b3ff-b1dc70cd6d7f,1,,,,,,,,,,,,,,,
mapGeneral_powerStructure_uTech.20af6aa5-bc6f-48dd-b3e0-f16aa89745e5,mapGeneral_powerStructure_uTech,encGeneral_Battle,Battle,,0,3,20af6aa5-bc6f-48dd-b3e0-f16aa89745e5,mapGeneral_powerStructure_uTech.20af6aa5-bc6f-48dd-b3e0-f16aa89745e5,1,,,,,,,,,,,,,,,
mapGeneral_boggyRocks_vLow.ce639734-0491-4bf3-9ed3-c41c57b1d38c,mapGeneral_boggyRocks_vLow,encGeneral_Battle,Battle 1,,0,3,ce639734-0491-4bf3-9ed3-c41c57b1d38c,mapGeneral_boggyRocks_vLow.ce639734-0491-4bf3-9ed3-c41c57b1d38c,1,,,,,,,,,,,,,,,
mapGeneral_boggyRocks_vLow.29387698-8daa-4ef1-b51a-9130a50cd9f4,mapGeneral_boggyRocks_vLow,encGeneral_Battle (1),Battle 2,,0,3,29387698-8daa-4ef1-b51a-9130a50cd9f4,mapGeneral_boggyRocks_vLow.29387698-8daa-4ef1-b51a-9130a50cd9f4,1,,,,,,,,,,,,,,,
mapGeneral_boggyRocks_vLow.e89a056b-5456-4bbb-9d14-35f78a99b3ee,mapGeneral_boggyRocks_vLow,encGeneral_Battle (2),Battle 3,,0,3,e89a056b-5456-4bbb-9d14-35f78a99b3ee,mapGeneral_boggyRocks_vLow.e89a056b-5456-4bbb-9d14-35f78a99b3ee,1,,,,,,,,,,,,,,,
CityFightTest_1.04184ec0-81fc-4d5f-b948-593766955d06,CityFightTest_1,encArena_Skirmish_CityFightTest_Mixed,Multiplayer Battle 1,,0,4,04184ec0-81fc-4d5f-b948-593766955d06,CityFightTest_1.04184ec0-81fc-4d5f-b948-593766955d06,1,,,,,,,,,,,,,,,
test_encounters.4da9af80-1784-4f75-b89b-d4bf93f50a17,test_encounters,encArena_Skirmish,Multiplayer Battle 1,,0,4,4da9af80-1784-4f75-b89b-d4bf93f50a17,test_encounters.4da9af80-1784-4f75-b89b-d4bf93f50a17,0,,,,,,,,,,,,,,,
mapArena_AlpineRiver_iGlc.bc0829cf-babd-44b4-ab9e-259a5c74f07b,mapArena_AlpineRiver_iGlc,encArena_Skirmish_1,Multiplayer Battle 1,,0,4,bc0829cf-babd-44b4-ab9e-259a5c74f07b,mapArena_AlpineRiver_iGlc.bc0829cf-babd-44b4-ab9e-259a5c74f07b,1,,,,,,,,,,,,,,,
mapArena_AlpineRiver_iGlc.d2c69ba1-e956-4037-9e06-e33a04e34bbb,mapArena_AlpineRiver_iGlc,encArena_Skirmish_2,Multiplayer Battle 2,,0,4,d2c69ba1-e956-4037-9e06-e33a04e34bbb,mapArena_AlpineRiver_iGlc.d2c69ba1-e956-4037-9e06-e33a04e34bbb,1,,,,,,,,,,,,,,,
mapArena_riverCrossing_vHigh.caf763a5-b5b4-4147-80e5-4aaf61789aeb,mapArena_riverCrossing_vHigh,encArena_Skirmish,Multiplayer Battle 1,,0,4,caf763a5-b5b4-4147-80e5-4aaf61789aeb,mapArena_riverCrossing_vHigh.caf763a5-b5b4-4147-80e5-4aaf61789aeb,1,,,,,,,,,,,,,,,
mapArena_bigLoch_vHigh.79efce22-3db1-4503-9501-2e27e74c818d,mapArena_bigLoch_vHigh,encArena_Skirmish_1,Multiplayer Battle 1,,0,4,79efce22-3db1-4503-9501-2e27e74c818d,mapArena_bigLoch_vHigh.79efce22-3db1-4503-9501-2e27e74c818d,1,,,,,,,,,,,,,,,
mapArena_bigLoch_vHigh.9d44ae2d-1efb-4e82-98c3-431e8424874c,mapArena_bigLoch_vHigh,encArena_Skirmish_2,Multiplayer Battle 2,,0,4,9d44ae2d-1efb-4e82-98c3-431e8424874c,mapArena_bigLoch_vHigh.9d44ae2d-1efb-4e82-98c3-431e8424874c,1,,,,,,,,,,,,,,,
mapArena_bigLoch_vHigh.a3603458-7a18-421f-ad75-544fa50e7c40,mapArena_bigLoch_vHigh,encArena_Skirmish_3,Multiplayer Battle 3,,0,4,a3603458-7a18-421f-ad75-544fa50e7c40,mapArena_bigLoch_vHigh.a3603458-7a18-421f-ad75-544fa50e7c40,1,,,,,,,,,,,,,,,
mapArena_theStacks_vHigh.4ca2c48e-f8e6-4921-91fe-0a570148dcdb,mapArena_theStacks_vHigh,encArena_Skirmish,Multiplayer Battle 1,,0,4,4ca2c48e-f8e6-4921-91fe-0a570148dcdb,mapArena_theStacks_vHigh.4ca2c48e-f8e6-4921-91fe-0a570148dcdb,1,,,,,,,,,,,,,,,
mapArena_redCity_bMars.57e5a53c-ee53-4f2d-9c05-9cb5215e71e1,mapArena_redCity_bMars,encArena_Skirmish,Multiplayer Battle 1,,0,4,57e5a53c-ee53-4f2d-9c05-9cb5215e71e1,mapArena_redCity_bMars.57e5a53c-ee53-4f2d-9c05-9cb5215e71e1,1,,,,,,,,,,,,,,,
mapArena_centralMountain_aDes.e3aa774e-d992-4c3d-bbeb-7a1c4e17fe26,mapArena_centralMountain_aDes,mpSkirmish_basisForArenaSkirmish_1,Multiplayer Battle 1,,0,4,e3aa774e-d992-4c3d-bbeb-7a1c4e17fe26,mapArena_centralMountain_aDes.e3aa774e-d992-4c3d-bbeb-7a1c4e17fe26,1,,,,,,,,,,,,,,,
mapArena_centralMountain_aDes.631c6197-6fb2-4749-85ed-f27f51a922bc,mapArena_centralMountain_aDes,mpSkirmish_basisForArenaSkirmish_2,Multiplayer Battle 2,,0,4,631c6197-6fb2-4749-85ed-f27f51a922bc,mapArena_centralMountain_aDes.631c6197-6fb2-4749-85ed-f27f51a922bc,1,,,,,,,,,,,,,,,
mapArena_deathValley_aDes.9dd7a819-5bef-4c42-8eae-ae33a4cbc0ff,mapArena_deathValley_aDes,mpSkirmish_basisForArenaSkirmish_1,Multiplayer Battle 1,,0,4,9dd7a819-5bef-4c42-8eae-ae33a4cbc0ff,mapArena_deathValley_aDes.9dd7a819-5bef-4c42-8eae-ae33a4cbc0ff,1,,,,,,,,,,,,,,,
mapArena_deathValley_aDes.d9b32ee7-a0ef-48ed-a6cf-b3e285936b5f,mapArena_deathValley_aDes,mpSkirmish_basisForArenaSkirmish_2,Multiplayer Battle 2,,0,4,d9b32ee7-a0ef-48ed-a6cf-b3e285936b5f,mapArena_deathValley_aDes.d9b32ee7-a0ef-48ed-a6cf-b3e285936b5f,1,,,,,,,,,,,,,,,
mapArena_RockyCraters_bMoon.46fcd245-98c5-4e1e-a53f-22d0291a1ddc,mapArena_RockyCraters_bMoon,encArena_Skirmish,Multiplayer Battle 1,,0,4,46fcd245-98c5-4e1e-a53f-22d0291a1ddc,mapArena_RockyCraters_bMoon.46fcd245-98c5-4e1e-a53f-22d0291a1ddc,1,,,,,,,,,,,,,,,
mapArena_stillValley_iGlc.7e11cbb8-ee60-4780-bb2a-9d0c81b5bdb8,mapArena_stillValley_iGlc,encArena_Skirmish,Multiplayer Battle 1,,0,4,7e11cbb8-ee60-4780-bb2a-9d0c81b5bdb8,mapArena_stillValley_iGlc.7e11cbb8-ee60-4780-bb2a-9d0c81b5bdb8,1,,,,,,,,,,,,,,,
mapArena_plateauValleys_vLow.3e133bc0-fc7b-47a4-a95c-0988451291d8,mapArena_plateauValleys_vLow,mpSkirmish_basisForArenaSkirmish_1,Arena Battle 1,,0,4,3e133bc0-fc7b-47a4-a95c-0988451291d8,mapArena_plateauValleys_vLow.3e133bc0-fc7b-47a4-a95c-0988451291d8,1,,,,,,,,,,,,,,,
mapArena_canyon_aDes.5c772c44-cd94-42b1-be34-f2090a04bf2e,mapArena_canyon_aDes,encArena_Skirmish,Multiplayer Battle 1,,0,4,5c772c44-cd94-42b1-be34-f2090a04bf2e,mapArena_canyon_aDes.5c772c44-cd94-42b1-be34-f2090a04bf2e,1,,,,,,,,,,,,,,,
mapArena_splitRiver_iTnd.ae64301a-efd0-47fd-9bd0-12beab7d61a9,mapArena_splitRiver_iTnd,encArena_Skirmish,Multiplayer Battle 1,,0,4,ae64301a-efd0-47fd-9bd0-12beab7d61a9,mapArena_splitRiver_iTnd.ae64301a-efd0-47fd-9bd0-12beab7d61a9,1,,,,,,,,,,,,,,,
mapArena_brokenGrotto_vLow.eed61875-640f-4997-b48c-681ef29ff0e2,mapArena_brokenGrotto_vLow,encArena_Skirmish,Multiplayer Battle 1,,0,4,eed61875-640f-4997-b48c-681ef29ff0e2,mapArena_brokenGrotto_vLow.eed61875-640f-4997-b48c-681ef29ff0e2,1,,,,,,,,,,,,,,,
mapArena_tideBay_vJung.02d8e5a5-11d3-429c-b983-37f74117c951,mapArena_tideBay_vJung,encArena_Skirmish,Multiplayer Battle 1,,0,4,02d8e5a5-11d3-429c-b983-37f74117c951,mapArena_tideBay_vJung.02d8e5a5-11d3-429c-b983-37f74117c951,1,,,,,,,,,,,,,,,
mapMultiPurp_metroGreen_uTech.17fbe7c2-585a-4822-943d-00e6c5ef54fa,mapMultiPurp_metroGreen_uTech,encArena_Skirmish,Multiplayer Battle 1,,0,4,17fbe7c2-585a-4822-943d-00e6c5ef54fa,mapMultiPurp_metroGreen_uTech.17fbe7c2-585a-4822-943d-00e6c5ef54fa,1,,,,,,,,,,,,,,,
test_encounters.ca92ce11-36c5-40d1-ac17-2559e1d3bcc9,test_encounters,encGeneral_DestroyBase,,,0,6,ca92ce11-36c5-40d1-ac17-2559e1d3bcc9,test_encounters.ca92ce11-36c5-40d1-ac17-2559e1d3bcc9,0,,,,,,,,,,,,,,,
mapGeneral_riverDelta_vLow.9a5ca7cc-d16f-4484-b0cc-e6b74b83875a,mapGeneral_riverDelta_vLow,encGeneral_DestroyBase,Destroy Base,,0,6,9a5ca7cc-d16f-4484-b0cc-e6b74b83875a,mapGeneral_riverDelta_vLow.9a5ca7cc-d16f-4484-b0cc-e6b74b83875a,1,,,,,,,,,,,,,,,
mapGeneral_Interchange_aDes.b0d16346-1c9e-45d2-994e-750f9af2a197,mapGeneral_Interchange_aDes,encGeneral_DestroyBase,Destroy Base,,0,6,b0d16346-1c9e-45d2-994e-750f9af2a197,mapGeneral_Interchange_aDes.b0d16346-1c9e-45d2-994e-750f9af2a197,1,,,,,,,,,,,,,,,
mapGeneral_rockyCliffs_vHigh.a6edb15d-d488-48a2-83b6-b12c94b37745,mapGeneral_rockyCliffs_vHigh,encGeneral_DestroyBase,Destroy Base,,0,6,a6edb15d-d488-48a2-83b6-b12c94b37745,mapGeneral_rockyCliffs_vHigh.a6edb15d-d488-48a2-83b6-b12c94b37745,1,,,,,,,,,,,,,,,
mapGeneral_rawCliffsides_vHigh.91a14ea6-699e-4f07-9e84-db083a60bb1e,mapGeneral_rawCliffsides_vHigh,encGeneral_DestroyBase,Destroy Base,,0,6,91a14ea6-699e-4f07-9e84-db083a60bb1e,mapGeneral_rawCliffsides_vHigh.91a14ea6-699e-4f07-9e84-db083a60bb1e,1,,,,,,,,,,,,,,,
mapGeneral_alpinePass_iGlc.75f0e06e-d366-48e1-9ae8-e32612419e3c,mapGeneral_alpinePass_iGlc,encGeneral_DestroyBase,Destroy Base,,0,6,75f0e06e-d366-48e1-9ae8-e32612419e3c,mapGeneral_alpinePass_iGlc.75f0e06e-d366-48e1-9ae8-e32612419e3c,1,,,,,,,,,,,,,,,
mapGeneral_theMound_vHigh.ea803221-aa3e-4ae7-ba6f-5b343c3f81e8,mapGeneral_theMound_vHigh,encGeneral_DestroyBase,Destroy Base,,0,6,ea803221-aa3e-4ae7-ba6f-5b343c3f81e8,mapGeneral_theMound_vHigh.ea803221-aa3e-4ae7-ba6f-5b343c3f81e8,1,,,,,,,,,,,,,,,
mapGeneral_barterTown_aDes.b766db2e-f76d-4df5-9cd4-636e3f61bbdc,mapGeneral_barterTown_aDes,encGeneral_DestroyBase,Destroy Base,,0,6,b766db2e-f76d-4df5-9cd4-636e3f61bbdc,mapGeneral_barterTown_aDes.b766db2e-f76d-4df5-9cd4-636e3f61bbdc,1,,,,,,,,,,,,,,,
mapGeneral_highway_vLow.6209b446-fda4-4355-9fe8-d95bab3ee211,mapGeneral_highway_vLow,encGeneral_DestroyBase,Destroy Base,,0,6,6209b446-fda4-4355-9fe8-d95bab3ee211,mapGeneral_highway_vLow.6209b446-fda4-4355-9fe8-d95bab3ee211,1,,,,,,,,,,,,,,,
mapGeneral_terraceLakes_vLow.d64b03cc-16f6-4e3a-bfd2-3d2ca2399be5,mapGeneral_terraceLakes_vLow,encGeneral_DestroyBase,Destroy Base,,0,6,d64b03cc-16f6-4e3a-bfd2-3d2ca2399be5,mapGeneral_terraceLakes_vLow.d64b03cc-16f6-4e3a-bfd2-3d2ca2399be5,1,,,,,,,,,,,,,,,
mapGeneral_icyOutpost_iGlc.4a781ded-cd73-4e42-96f6-d900509294d4,mapGeneral_icyOutpost_iGlc,encGeneral_DestroyBase,Destroy Base,,0,6,4a781ded-cd73-4e42-96f6-d900509294d4,mapGeneral_icyOutpost_iGlc.4a781ded-cd73-4e42-96f6-d900509294d4,1,,,,,,,,,,,,,,,
mapGeneral_craterField_bMars.9ced75d6-7790-41fa-8a7c-da0d150d8a50,mapGeneral_craterField_bMars,encGeneral_DestroyBase,Destroy Base,,0,6,9ced75d6-7790-41fa-8a7c-da0d150d8a50,mapGeneral_craterField_bMars.9ced75d6-7790-41fa-8a7c-da0d150d8a50,1,,,,,,,,,,,,,,,
mapGeneral_theMine_aDes.4188064c-4f4f-4534-af81-aa4eedbf67cb,mapGeneral_theMine_aDes,encGeneral_DestroyBase,Destroy Base,,0,6,4188064c-4f4f-4534-af81-aa4eedbf67cb,mapGeneral_theMine_aDes.4188064c-4f4f-4534-af81-aa4eedbf67cb,1,,,,,,,,,,,,,,,
mapGeneral_crimsonValley_bMars.caaad2b4-394d-4dfc-84b0-6b4b5429a69f,mapGeneral_crimsonValley_bMars,encGeneral_DestroyBase,Destroy Base,,0,6,caaad2b4-394d-4dfc-84b0-6b4b5429a69f,mapGeneral_crimsonValley_bMars.caaad2b4-394d-4dfc-84b0-6b4b5429a69f,1,,,,,,,,,,,,,,,
mapGeneral_rockyMesas_aDes.f83add82-ae63-4367-b840-104f5d0ff600,mapGeneral_rockyMesas_aDes,encGeneral_DestroyBase,Destroy Base,,0,6,f83add82-ae63-4367-b840-104f5d0ff600,mapGeneral_rockyMesas_aDes.f83add82-ae63-4367-b840-104f5d0ff600,1,,,,,,,,,,,,,,,
mapGeneral_bigCrater_bMoon.6931ada3-e01f-4f96-a8a7-2aededa0fdbe,mapGeneral_bigCrater_bMoon,encGeneral_DestroyBase,Destroy Base,,0,6,6931ada3-e01f-4f96-a8a7-2aededa0fdbe,mapGeneral_bigCrater_bMoon.6931ada3-e01f-4f96-a8a7-2aededa0fdbe,1,,,,,,,,,,,,,,,
mapGeneral_cragMire_vLow.a18951ae-0172-40fb-b016-2bce90ad859f,mapGeneral_cragMire_vLow,encGeneral_DestroyBase,Destroy Base,,0,6,a18951ae-0172-40fb-b016-2bce90ad859f,mapGeneral_cragMire_vLow.a18951ae-0172-40fb-b016-2bce90ad859f,1,,,,,,,,,,,,,,,
mapGeneral_splitRange_iGlc.b54bc367-7715-4859-b0ee-7f4ba2326b39,mapGeneral_splitRange_iGlc,encGeneral_DestroyBase,Destroy Base,,0,6,b54bc367-7715-4859-b0ee-7f4ba2326b39,mapGeneral_splitRange_iGlc.b54bc367-7715-4859-b0ee-7f4ba2326b39,1,,,,,,,,,,,,,,,
mapGeneral_mountainHold_bMoon.c484a24f-0f6f-429d-a88f-21176c9e75aa,mapGeneral_mountainHold_bMoon,encGeneral_DestroyBase,Destroy Base,,0,6,c484a24f-0f6f-429d-a88f-21176c9e75aa,mapGeneral_mountainHold_bMoon.c484a24f-0f6f-429d-a88f-21176c9e75aa,1,,,,,,,,,,,,,,,
mapGeneral_paupersCanyon_aWst.39a29c28-2228-4b4d-8f3e-9678d0521f9f,mapGeneral_paupersCanyon_aWst,encGeneral_DestroyBase,Destroy Base,,0,6,39a29c28-2228-4b4d-8f3e-9678d0521f9f,mapGeneral_paupersCanyon_aWst.39a29c28-2228-4b4d-8f3e-9678d0521f9f,1,,,,,,,,,,,,,,,
mapGeneral_frostySlopes_iTnd.518aca65-7c33-4bc2-8632-717240d5f2de,mapGeneral_frostySlopes_iTnd,encGeneral_DestroyBase,Destroy Base,,0,6,518aca65-7c33-4bc2-8632-717240d5f2de,mapGeneral_frostySlopes_iTnd.518aca65-7c33-4bc2-8632-717240d5f2de,1,,,,,,,,,,,,,,,
mapGeneral_frigidSteppes_iTnd.496a5923-c5f4-4583-b63b-ca4381956811,mapGeneral_frigidSteppes_iTnd,encGeneral_DestroyBase,Destroy Base,,0,6,496a5923-c5f4-4583-b63b-ca4381956811,mapGeneral_frigidSteppes_iTnd.496a5923-c5f4-4583-b63b-ca4381956811,1,,,,,,,,,,,,,,,
mapGeneral_bleakRidge_aBad.ec851c8d-2ce3-44e9-9962-88bb6e340d2b,mapGeneral_bleakRidge_aBad,encGeneral_DestroyBase,Destroy Base,,0,6,ec851c8d-2ce3-44e9-9962-88bb6e340d2b,mapGeneral_bleakRidge_aBad.ec851c8d-2ce3-44e9-9962-88bb6e340d2b,1,,,,,,,,,,,,,,,
mapGeneral_taigaRiver_iTnd.5f739633-e937-4cb1-9325-2e53d30126e8,mapGeneral_taigaRiver_iTnd,encGeneral_DestroyBase,,,0,6,5f739633-e937-4cb1-9325-2e53d30126e8,mapGeneral_taigaRiver_iTnd.5f739633-e937-4cb1-9325-2e53d30126e8,1,,,,,,,,,,,,,,,
mapGeneral_alpineCathedral_iTnd.147fa287-d1df-46e7-a2a4-378890db4e0d,mapGeneral_alpineCathedral_iTnd,encGeneral_DestroyBase,Destroy Base,,0,6,147fa287-d1df-46e7-a2a4-378890db4e0d,mapGeneral_alpineCathedral_iTnd.147fa287-d1df-46e7-a2a4-378890db4e0d,1,,,,,,,,,,,,,,,
mapGeneral_ruggedAtoll_vJung.8d64ed7a-3d6c-4181-a66d-c3fa9d489f74,mapGeneral_ruggedAtoll_vJung,encGeneral_DestroyBase,Destroy Base,,0,6,8d64ed7a-3d6c-4181-a66d-c3fa9d489f74,mapGeneral_ruggedAtoll_vJung.8d64ed7a-3d6c-4181-a66d-c3fa9d489f74,1,,,,,,,,,,,,,,,
mapGeneral_tropicalCove_vJung.b4f1b59b-53b9-429e-8dbc-139d2f1d08b3,mapGeneral_tropicalCove_vJung,encGeneral_DestroyBase,Destroy Base,,0,6,b4f1b59b-53b9-429e-8dbc-139d2f1d08b3,mapGeneral_tropicalCove_vJung.b4f1b59b-53b9-429e-8dbc-139d2f1d08b3,1,,,,,,,,,,,,,,,
mapGeneral_lostWorld_vJung.0113989c-a255-4b92-b855-b5ba2e1a6914,mapGeneral_lostWorld_vJung,encGeneral_DestroyBase,Destroy Base,,0,6,0113989c-a255-4b92-b855-b5ba2e1a6914,mapGeneral_lostWorld_vJung.0113989c-a255-4b92-b855-b5ba2e1a6914,1,,,,,,,,,,,,,,,
mapGeneral_terracePlaza_uTech.41450ab4-b8b7-43eb-98fe-20f3240571ba,mapGeneral_terracePlaza_uTech,encGeneral_DestroyBase,Destroy Base,,0,6,41450ab4-b8b7-43eb-98fe-20f3240571ba,mapGeneral_terracePlaza_uTech.41450ab4-b8b7-43eb-98fe-20f3240571ba,1,,,,,,,,,,,,,,,
mapGeneral_gridLock_uTech.257c1ab1-f45a-4bb8-a796-b91f1839f9a7,mapGeneral_gridLock_uTech,encGeneral_DestroyBase_Tutorial,Tutorial Destroy Base,,0,6,257c1ab1-f45a-4bb8-a796-b91f1839f9a7,mapGeneral_gridLock_uTech.257c1ab1-f45a-4bb8-a796-b91f1839f9a7,1,,,,,,,,,,,,,,,
mapGeneral_capitolHill_uTech.6ea572c0-4fef-48b3-93df-2a1a3ab53c8d,mapGeneral_capitolHill_uTech,encGeneral_DestroyBase,Destroy Base,,0,6,6ea572c0-4fef-48b3-93df-2a1a3ab53c8d,mapGeneral_capitolHill_uTech.6ea572c0-4fef-48b3-93df-2a1a3ab53c8d,1,,,,,,,,,,,,,,,
